,senti_score,tweet_content,country_list
1609,0.0,yalla souriya: #Syria Idlib rif regime militias shell Hubayt\u00a0from\u2026,Canada
1610,0.0,We Ask For Justice: #Syria #un #starvation,Canada
1611,0.0,Thomas Newton: This stuff breaks your heart. #syria #frontline,Canada
1612,0.0,We Ask For Justice: #Syria #noflyzone #Assad #genocide #worldcrimes,Canada
1613,0.0,_tintin_: Can you help us by publishing this link to help raise Awareness of the suffering in #Syria #Syrie,Canada
1614,-0.3,Al-Masdar News: SouthFront: Clashes rage all across #Syria as ceasefire slowly evaporates,Canada
1615,0.0,#Russia #US #Assad Terror = #AssadMustGo,Turkey
1616,-0.25,"Doctors w\/o Borders: In the past week, over 35,000 have fled displacement camps taken over\/too close to the front \u2026",Canada
1617,0.0,Charles Lister: UN aid in #Syria - 1-15 April:- 0.8% people in besieged areas reached- Only 4 aid operations- Regi\u2026,Canada
1618,0.0,"yalla souriya: Today, there is no logic bechind Assad's shelling and bombing. It is like \""au petit bonheur la chan\u2026",Canada
1619,-0.2,Ewa Jasiewicz: Bustling market in #MaaratAlNuman targeted by regime airstrikes. Dozens killed. Thousands flee #Syr\u2026,Canada
1620,-0.2,"F.: 7 Afghan Fatemyoun Shia terrorists tricked by #Iran to come and fight for Assad in #Syria, killed in south #Al\u2026",Canada
1621,0.0,"Leader of Syria Rescue Group, Arriving in U.S. for Award, Is Refused Entry, via @nytimes",USA
1622,-0.25,"amnesty italia: \""Che cosa fanno le bombe?\""\""Loro vogliono uccidermi\""#Syria #Daraya ",Canada
1623,0.166666666667,"taylieli: The invading forces of #ypg continue to capture #Syria-n state buildings, the main prison -Alia-, airpor\u2026",Canada
1624,-0.2,Ronnie Jacobs: domdyer70: RT shawncarrie: Eight women and children shot dead by Turkish soldiers while attempting \u2026,Canada
1625,0.0,Al-Wasat News: \u062a\u0631\u0643\u064a\u0627: \u0646\u0648\u0627\u0635\u0644 \u062a\u0634\u062c\u064a\u0639 \u0627\u0644\u0645\u0639\u0627\u0631\u0636\u0629 \u0627\u0644\u0633\u0648\u0631\u064a\u0629 \u0644\u0644\u0627\u0633\u062a\u0645\u0631\u0627\u0631 \u0641\u064a \u0645\u062d\u0627\u062f\u062b\u0627\u062a \u062c\u0646\u064a\u0641 #Syria,Canada
1626,0.0571428571429,Syria Opposition HNC: #Assad\u2019s military has committed large scale systematic torturing of detainees. #Detainees_Fi\u2026,Canada
1627,0.4,Syria Opposition HNC: It\u2019s time to free all Detainees. #Detainees_First  #SaveTheRest #Syria ,Canada
1628,0.8,Report on @BBCRadio4 #WorldTonight about the brave activists of @Raqqa_SL. #Syria,USA
1629,0.8,happy 420 everyone xx blaze it xx stay in drugs don't do school xx class As not grade As xx bomb mandy not syria xx,Morocco
1630,0.0,"\""And remember guys, they're only terrorists when they're not in Syria.\""\n\n*A guide to Western media reporting on extremism.",Morocco
1631,0.0,Family of #journalist slain by #ISIS sues #Syria,Canada
1632,0.0,"Saudis deliver snub to Obama amid tensions over Iran, Syria:",Canada
1633,0.0,\u2026METERS\u2026LENNY\u2026YEMEN\u2026\u2026AL\u2026JAZEERA\u2026SYRIA\u2026NO\u2026JU\u2026,Canada
1634,0.0,The United Nations-brokered Peace talks threatened as violence surges,USA
1635,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,Canada
1636,0.0,The #syria'n ppl messages to .@FedericaMog&amp; .@matteorenzi on their  trip 2 #Iran #FreedemIran #No2Rouhani #IranDeal htt\u2026,USA
1637,0.0,"Jihadi &amp;Islamist scholars in #Syria launch massive campaign to recruit 5-10K men, migration, donation, professionals",Canada
1638,-0.1,Eight women and children shot dead by Turkish soldiers while attempting to cross border from #Syria \u2014 ,Greenland
1639,0.0,PM to Moscow to discuss Syria - Jerusalem Post Israel News,USA
1640,0.0,"A strained Saudi reunion, approving civilian casualties in the ISIS fight, and caught...",Portugal
1641,0.0681818181818,The PLC (aka layman): New Report Shows the Impact of Christians Leaving the Middle East,Canada
1642,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,Canada
1643,0.0,"The  #refugeescrisis story\ud83d\ude16The triangle Syria,Turkey,EU\ud83d\udc7aRT\u2705\n\nMaster of the squeeze.KAL's Cartoon,12\/3 @TheEconomist ht\u2026",Canada
1644,0.8,happy 420 everyone xx blaze it xx stay in drugs don't do school xx class As not grade As xx bomb mandy not syria xx,USA
1645,0.0,"\""I want to be a judge because I believe in justice for all\"" Fatima from Aleppo, Syria #childrenofsyria @UNICEFJordan",Indonesia
1646,0.0,#Russia #US #Assad Terror = #AssadMustGo,USA
1647,0.0,#\u062d\u0645\u0627\u0629:\u0642\u0635\u0641 \u0645\u062f\u0641\u0639\u064a \u0644\u0642\u0648\u0627\u062a \u0627\u0644\u0623\u0633\u062f \u064a\u0633\u062a\u0647\u062f\u0641 \u0642\u0631\u064a\u0629 #\u0627\u0644\u0642\u0646\u0637\u0631\u0629 \u0641\u064a \u0627\u0644\u0631\u064a\u0641 \u0627\u0644\u062c\u0646\u0648\u0628\u064a\n#\u062a\u062c\u0645\u0639_\u062b\u0648\u0627\u0631_\u0633\u0648\u0631\u064a\u0627 #SyriaRebels #SRG #Syria #\u0633\u0648\u0631\u064a\u0627,Turkey
1648,0.0,,USA
1649,0.0,@im_PULSE @HKesvani Cockburn's criticism of journos not on the ground in Iraq and Afg=first hand witnesses backfires on himsel\u2026,USA
1650,0.0,"YPG and Dawronoye provoke Assyrians in Qamishli, Syria",Spain
1651,0.0,#Russia #US #Assad Terror = #AssadMustGo,USA
1652,-1.0,"#Syria Update: Horrific regime attack on markets in Idlib  province leads to Opposition walk-out from \""peace talks\"":",USA
1653,-0.2,Regime killed 614 civilians in Syria since truce - ,Romania
1654,0.0,Google Targets the \u2018Fog of War\u2019 in Syria,Japan
1655,-0.2,"SYRIA\n\n300,000 DEAD\n\nARABS KILLED BY FELLOW ARABS\n\nWHO COMPLAINS ? NOT #UN, NOT #BDS\n\nBEC THEY CANT BLAME #ISRAEL\n.",Canada
1656,0.0,,Canada
1657,-0.1,Syria chief negotiator: Israel cooperates with ISIS by moving military aid into Syria through Golan Heights,USA
1658,0.0,These crimes are committed by Assad in #Syria while over 50 countries are supposedly fighting terrorism in Syria. http\u2026,Turkey
1659,0.0,"Saudis deliver snub to Obama amid tensions over Iran, Syria\n\nhttps:\/\/t.co\/k7LnFcuNQk",USA
1660,-0.4,"ya da wears fila, get tae fuck ya class a wanker",Canada
1661,0.0,Turkey Bombing Syria - The Start Of Something Big? #RonPaul,Canada
1662,0.0,hmmmm all of these sites with various campaigns calling for western intervention in syria are run by the same person,Canada
1663,0.1,"Yes, me must be outspoken and take action accordingly.\nDiplomatic smiles in #Genera do not lead anywhere.\n#Syria",Canada
1664,0.0,BenjaminCore: Syria: UN-led evacuation of injured civilians underway in Madaya,Spain
1665,0.0,#Russia #US #Assad Terror = #AssadMustGo,Turkey
1666,-0.3,"feel like all the mainstream coverage of KSA rn is prelude to US partial retreat in Syria to economic war, blaming the nasty saudis",Canada
1667,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,Canada
1668,0.8,happy 420 everyone xx blaze it xx stay in drugs don't do school xx class As not grade As xx bomb mandy not syria xx,Canada
1669,0.0,(International Business Times):#Family of Isis-beheaded journalist Steven Sotloff to sue Syria in #US court :..,Morocco
1670,0.0,#syria \u062a\u0639\u0644\u064a\u0642 \u0627\u0644\u0645\u0634\u0627\u0631\u0643\u0629 \u0641\u064a \u00ab\u062c\u0646\u064a\u0641\u00bb \u064a\u0648\u0633\u0639 \u0627\u0644\u062e\u0644\u0627\u0641\u0627\u062a \u062f\u0627\u062e\u0644 \u0647\u064a\u0626\u0629 \u0627\u0644\u062a\u0646\u0633\u064a\u0642: \u0631\u0635\u062f: \u0643\u0644\u0646\u0627 \u0634\u0631\u0643\u0627\u0621 \u0639\u0627\u0648\u062f\u062a \u0627\u0644\u0627\u0646\u0642\u0633\u0627\u0645\u0627\u062a \u0648\u0627\u0644\u062e\u0644\u0627\u0641\u0627\u062a \u0628\u0627...,Egypt
1671,0.0,#syria \u0646\u062f\u064a\u0645 \u0628\u0627\u0644\u0648\u0634\u2026\u0639\u0645\u064a\u0644 \u0627\u0644\u0645\u062e\u0627\u0628\u0631\u0627\u062a \u0627\u0644\u0639\u0633\u0643\u0631\u064a\u0629: \u0646\u062f\u064a\u0645 \u0628\u0627\u0644\u0648\u0634\u2026\u0639\u0645\u064a\u0644 \u0627\u0644\u0645\u062e\u0627\u0628\u0631\u0627\u062a \u0627\u0644\u0639\u0633\u0643\u0631\u064a\u0629,Egypt
1672,0.0,#syria \u0628\u0631\u0644\u0645\u0627\u0646\u064a \u0623\u0644\u0645\u0627\u0646\u064a \u064a\u0642\u062a\u0631\u062d \u0641\u0631\u0636 \u0636\u0631\u064a\u0628\u0629 \u0639\u0644\u0649 \u0627\u0644\u0645\u0633\u0644\u0645\u064a\u0646 \u0641\u064a \u0623\u0644\u0645\u0627\u0646\u064a\u0627: \u062f\u0648\u064a\u062a\u0634\u0647 \u0641\u064a\u0644\u064a\u0647- \u0623\u0642\u062a\u0631\u062d \u0633\u064a\u0627\u0633\u064a \u0623\u0644\u0645\u0627\u0646\u064a \u0645\u0646 \u0627\u0644\u062d\u0632\u0628 \u0627\u0644\u0645\u0633\u064a...,Egypt
1673,0.625,Rather than celebrate the humanitarian spirit -US turns away award winning Syrian humanitarian. Shameful !,USA
1674,0.0,Assyrian forces attack Kurdish police after they arrested some of their fighters. NDF death toll at 5 ,Germany
1675,0.0,PM to Moscow to discuss Syria,Canada
1676,-0.1,After the sanctions the released assets went to the IRGC #Iran &amp; was spent on \nthe wars in #Yemen #Iran #Syria #Iraq,Serbia
1677,0.8,happy 420 everyone xx blaze it xx stay in drugs don't do school xx class As not grade As xx bomb mandy not syria xx,USA
1678,0.0,"#Syria,Aleppo rif, YPG looted Tal Rifaat\u00a0hospitals",USA
1679,0.0,100 Years of Beauty in Syria Shown Decade by Decade in a One-Minute Time-Lapse,Canada
1680,0.357142857143,Syria Special: No \u201cStrategic Victory-What Does Russia Do Now?\n@ScottLucas_EA &amp; @Umarkarim89 write for @EA_WorldView \nhttps:\/\/t.co\/PTv5zZnwXW,Pakistan
1681,0.0,Syria: UN-led evacuation of injured civilians underway in Madaya: ,USA
1682,0.0,#Russia #US #Assad Terror = #AssadMustGo,Turkey
1683,0.0,The United Nations-brokered Peace talks threatened as violence surges,USA
1684,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,Africa
1685,0.0,BSGN UN begins evacuation of Syria wounded as peace talks fray: The UN began evacuating hundreds of wounded pe...,India
1686,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,02000
1687,0.0,"\""And remember guys, they're only terrorists when they're not in Syria.\""\n\n*A guide to Western media reporting on extremism.",Canada
1688,0.0,#Russia #US #Assad Terror = #AssadMustGo,Turkey
1689,0.0,"YPG and Dawronoye provoke Assyrians in Qamishli, Syria",Canada
1690,0.0,@,USA
1691,0.0,"Defending Attack on Libya, Clinton Blames Obama\u2014And Suggests Repeat for Syria -",Canada
1692,0.0,Syria: Turkey: Open Border to Displaced Syrians Shelled by Government | Human R\u2026,Switzerland
1693,0.05,Seems like the government's time is running out in northern Syria. The YPG have apparently made their mind up about what they think of Assad,USA
1694,0.0,#Dailystar Judge indicts 22 for setting up human \ntrafficking ring: Mount Lebanon Investigative Judge P...,USA
1695,0.8,happy 420 everyone xx blaze it xx stay in drugs don't do school xx class As not grade As xx bomb mandy not syria xx,Morocco
1696,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,Kenya
1697,0.35,"I wasn't sure who was responsible for the genocidal mayhem in #syria , so a friend sent me this.",USA
1698,0.0,"SputnikInt: .BarackObama, #Saudi King discuss reinforcing ceasefire, power change in #Syria \u2026",Canada
1699,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria,USA
1700,0.45,Huge congratulations to @ManveenRana for winning @PeabodyAwards LISTEN to her moving reports here,USA
1701,0.0,,USA
1702,0.0,"Jihadi &amp;Islamist scholars in #Syria launch massive campaign to recruit 5-10K men, migration, donation, professionals",Canada
1703,-0.2,"Kurds, regime in deadly clashes in northeast Syria",USA
1704,0.8,happy 420 everyone xx blaze it xx stay in drugs don't do school xx class As not grade As xx bomb mandy not syria xx,Morocco
1705,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,Indonesia
1706,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,Canada
1707,0.0,\u30a2\u30eb\u30ab\u30a4\u30c0\u7cfb\u306e\u30a2\u30eb\u30fb\u30b7\u30e3\u30fc\u30e0\u304c\u4e2d\u56fd\u88fd\u306eFN-6\u643a\u5e2f\u5f0f\u5730\u5bfe\u7a7a\u30df\u30b5\u30a4\u30eb\u3092\u6240\u6301\u3057\u3066\u3044\u308b\u306e\u304c\u30a4\u30c9\u30ea\u30d6\u3067\u78ba\u8a8d\u3002,Japan
1708,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,USA
1709,-0.3,#Israel built tens of illegal settlements in #Golan &amp; also used territory to carry out a number of military operations again\u2026,Canada
1710,0.0,"Ex-detainee tells about horror of Sednaya Prison, 285 Security Branch SYRIA NEWS | ZAMAN ALWSL  -",Denmark
1711,0.0,Syria is shelling these border camps for displaced people but Turkey won't let them flee.,USA
1712,0.0,Syria: Air strike kills shoppers in crowded market in rebel-held area ,USA
1713,-0.2,#YPG\nErdogan's setting up not only FSA\/ISIS' but also Turkey\/ISIS' Allahu Akbar ping-pong game in order to invade Syria\/Ir\u2026,Canada
1714,0.0,Video shows Kurdish militia using Red Crescent ambulance to transport its fighters into the city of #Qamishli #Syria\nhttps:\/\/t.c\u2026,Israel
1715,0.0,Video shows Kurdish militia using Red Crescent ambulance to transport its fighters into the city of #Qamishli #Syria\nhttps:\/\/t.c\u2026,USA
1716,0.2,Putin\u2019s KGB background explains why Assad will never face trial for alleged war crimes. My latest for @Russia_Direct,USA
1717,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,Israel
1718,0.2,"Absolute must watch series of @BBCNews reports on @Raqqa_SL ft. @3z0ooz, @HussamEesa @hamoud_almousa, @Sarmad_AlJilane &amp; more\u2026\n\n#Syria #ISIS",Canada
1719,0.0,"Russia has been moving artillery units into areas of northern Syria, raising U.S. concern",Canada
1720,0.0,Syria's warring parties spar over collapsing\u00a0cease-fire,China
1721,-0.145833333333,Reaching the hard to reach and besieged locations is a daily struggle for the UN and @Refugees in #Syria.,Greenland
1722,-0.2,"Children, Women Killed By #Turkish Border Guards While Fleeing #Syria",Canada
1723,0.0,PM to Moscow to discuss Syria,Nigeria
1724,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,USA
1725,0.2,"Absolute must watch series of @BBCNews reports on @Raqqa_SL ft. @3z0ooz, @HussamEesa @hamoud_almousa, @Sarmad_AlJilane\u2026",Canada
1726,0.0,The United Nations-brokered Peace talks threatened as violence surges,USA
1727,0.0,Retweeted The Jerusalem Post (@Jerusalem_Post):\n\nPM to Moscow to discuss Syria,Nigeria
1728,-0.291666666667,TheEconomist: It will be hard to find peace in Syria with Bashar al-Assad still in charge,Venezuela
1729,0.0,Have you seen our @Pinterest account yet? It is jam-packed with #100yearsofbeauty stuffs.,Canada
1730,0.0,#Russia #US #Assad Terror = #AssadMustGo,Indonesia
1731,0.2,"Absolute must watch series of @BBCNews reports on @Raqqa_SL ft. @3z0ooz, @HussamEesa @hamoud_almousa, @Sarmad_AlJilane\u2026",Netherlands
1732,0.0,"Man who helped save 40,000+ lives in Syria denied entry to US to accept @InterActionOrg humanitarian award",Canada
1733,0.5,"As many as 80,000 children in Syria are now thought to be carrying polio",Canada
1734,0.0,The 5-year proxy war on #Syria is directly related to the #Palestine cause. You do not need a Ph.D in Poli Sci to know they are\u2026,USA
1735,0.0,PM to Moscow to discuss Syria,Canada
1736,0.0,\u0627\u0644\u0648\u0633\u0637: \u062a\u0631\u0643\u064a\u0627: \u0646\u0648\u0627\u0635\u0644 \u062a\u0634\u062c\u064a\u0639 \u0627\u0644\u0645\u0639\u0627\u0631\u0636\u0629 \u0627\u0644\u0633\u0648\u0631\u064a\u0629 \u0644\u0644\u0627\u0633\u062a\u0645\u0631\u0627\u0631 \u0641\u064a \u0645\u062d\u0627\u062f\u062b\u0627\u062a \u062c\u0646\u064a\u0641 #Syria,Iraq
1737,0.0,French couple decorates Russian hero of Syria op with family\u2019s WWII medals,Canada
1738,0.5,Interesting ,Canada
1739,0.05,Iranian General injured in Syria conflict,Indonesia
1740,0.0,\u30a2\u30eb\u30ab\u30a4\u30c0\u7cfb\u306e\u30a2\u30eb\u30fb\u30b7\u30e3\u30fc\u30e0\u304c\u4e2d\u56fd\u88fd\u306eFN-6\u643a\u5e2f\u5f0f\u5730\u5bfe\u7a7a\u30df\u30b5\u30a4\u30eb\u3092\u6240\u6301\u3057\u3066\u3044\u308b\u306e\u304c\u30a4\u30c9\u30ea\u30d6\u3067\u78ba\u8a8d\u3002\nhttps:\/\/t.co\/fAaLMFbsTE,Japan
1741,0.0,\u2026ETERS\u2026LENNY\u2026YEMEN\u2026\u2026AL\u2026JAZEERA\u2026SYRIA\u2026NO\u2026JUS\u2026,Canada
1742,0.375,Over five years of war in Syria. The wounds that will never heal\nPhotography Sebastian Rich,USA
1743,0.0,He didn\u2019t sell his fruits and no one ate them.\nAssad regime bombed the market. \nMaarret al-Numan #Syria 19-04-2016 htt\u2026,Turkey
1744,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,Canada
1745,0.0,@SkyNews  will that be another 14 day campaign like they said Syria and Iraq would be  ?,USA
1746,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria,USA
1747,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,Canada
1748,0.25,Recent news report from @AssyriaTV regarding one of the latest escalations in #Syria #Assyrian,Germany
1749,0.0,"#Russia ignores #Obama's plea for #Syria ceasefire, shifts forces to #Aleppo | #FOXNewsWorld",Canada
1750,0.0,\n\nhttps:\/\/t.co\/i5WAxOTYa0\n\nOne of ca. 11000 built b\u2026,Belgium
1751,0.0,@,Ecuador
1752,0.0,PM to Moscow to discuss Syria,Greenland
1753,0.433333333333,This donkey is more useful than #UN and #Geneva he helped the seiged cities in #Syria more than #UN \n\n#Truth,02000
1754,0.0,"Yup, the rule still applies. Freedom fighter in Syria, terrorist in the USA",USA
1755,-0.625,So sad!,USA
1756,0.0,Retweeted ZeeForce@zeeforce (@zefForce):\n\n@,Ecuador
1757,-0.25,Our teams working under unimaginably difficult conditions #Syria Last week we saw +\/- 700 patients in Emergency Room,USA
1758,0.0,SYRIA - UN Syrian conflict: Opposition walks out on Geneva peace talks,Israel
1759,0.2,"Absolute must watch series of @BBCNews reports on @Raqqa_SL ft. @3z0ooz, @HussamEesa @hamoud_almousa, @Sarmad_AlJilane\u2026",Canada
1760,0.0681818181818,'The 2nd scenario..that Moscow is lobbying for is to have a ..transition from power from Assad to a new elected ldr,02000
1761,0.0,\u0646\u0635\u0641 \u0633\u0627\u0639\u0629 \u0628\u0639\u062f \u0645\u0646\u062a\u0635\u0641 \u0627\u0644\u0644\u064a\u0644 \u0628\u062a\u0648\u0642\u064a\u062a \u0627\u0644\u0644\u0627\u0630\u0642\u064a\u0629 \u0627\u0644\u062d\u0628\u064a\u0628\u0629\n#\u0633\u0648\u0631\u064a\u0629 #\u0633\u0648\u0631\u064a\u0627 #\u0627\u0644\u0644\u0627\u0630\u0642\u064a\u0629 #Syria #lattakia #latakia\n\u0631\u063a\u0645 \u0627\u0644\u0623\u0646\u0628\u0627\u0621...,Iraq
1762,0.0,"@Ifazal_khan they are going to Syria and Iraq against ISIS. TTP is going from here to join ISIS, both fighting each oth\u2026",Pakistan
1763,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,Canada
1764,0.0,Retweeted Zaid Hamid (@ZaidZamanHamid):\n\n@Ifazal_khan they are going to Syria and Iraq against ISIS. TTP is going...,Pakistan
1765,-0.445833333333,@TheEconomist It will be hard to find peace in #Syria when US and allies continue to train and arm crazy Salafists. Whatever the group name.,USA
1766,0.0,The @BBCWorld's five-part-documentary on the reporting team of @Raqqa_SL,Switzerland
1767,0.433333333333,"#GHF16 \""80 % of hospital in areas of strong fighting have been destroyed in #syria\"" T Chamaa @UOSSM",USA
1768,0.0,Blast shakes Pemex plant in Veracruz oil export hub: MEXICO CITY (Reuters) - An explosion rocked...,USA
1769,-0.15,Unbelievable but the harsh reality is that entire Europe &amp; India are the suppliers of men\/explosives to ISIS.. \nhttps:\/\u2026,Pakistan
1770,0.0,All schools in rebel controlled areas in Syria are turned into militia centers and weapon depos!,USA
1771,0.0,"Ex-detainee tells about horror of Sednaya Prison, 285 Security Branch SYRIA NEWS | ZAMAN ALWSL  -",Switzerland
1772,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,Canada
1773,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,Canada
1774,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria,USA
1775,0.0166666666667,#Assad airstrikes killed over 45 civilians y'day in #Idlib #Hama #Syria.This is why civilian protection is first key step\u2026,Canada
1776,0.0,The #syria'n ppl messages to .@FedericaMog&amp; .@matteorenzi on their  trip 2 #Iran #FreedemIran #No2Rouhani #IranDeal htt\u2026,Canada
1777,-0.78,This confirms my thoughts turkey getting closer to being another Syria very dangerous situation in the making ,USA
1778,0.0571428571429,#Assad\u2019s military has committed large scale systematic torturing of detainees. #Detainees_First #SaveTheRest #Syria https\u2026,USA
1779,0.0,Muslim states slam Israel PM\u2019s remarks on Golan,USA
1780,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria,USA
1781,0.0,"US-Led Coalition Launches 21 Strikes Against Daesh in Iraq, 3 in Syria",Iraq
1782,0.0, US-GCC naval mobilization to confront Iran\u2019s weapons smuggling,USA
1783,0.25,"@TheEconomist there was peace in Syria before we started supporting the terrorists that wanted to overthrow him, like in Iraq, Egypt, Libya",Canada
1784,0.1,"Archaeologists from #Poland lead efforts to restore cultural heritage in #Palmyra, Syria",USA
1785,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,Canada
1786,0.0, North Korean missile technology being shared with Iran,USA
1787,0.0,Can you help us by publishing this link to help raise Awareness of the suffering in #Syria #Syrie,Canada
1788,0.0,"As #AlQaeda allied Western proxies rip up ceasefire &amp; attack, #Russia brings back the big guns to punish violators",Canada
1789,0.8,happy 420 everyone xx blaze it xx stay in drugs don't do school xx class As not grade As xx bomb mandy not syria xx,USA
1790,0.8,"WELCOME TO ONI'S BLOG: Syria civil war: Aleppo clashes displace 40,000 pe...",Canada
1791,0.0,Who invited #ICC to Kenya ?! PS ask Serbia and Yugoslavia if they are on Africa by any chance ?! ,Germany
1792,0.025,#Iran #News Retired General of IRGC and former governor of Yazd Province injured in #Syria,Iraq
1793,0.0,"Obama\u2019s focus in Riyadh is on regional stability, counterterrorism and Iran",USA
1794,0.0,A mass killer with a fully approved international licence!! #Syria,Iceland
1795,0.0,Syria is shelling these border camps for displaced people but Turkey won't let them flee.,Canada
1796,0.8,"WELCOME TO ONI'S BLOG: Syria civil war: Aleppo clashes displace 40,000 pe...https:\/\/t.co\/CX4tsPMYHq",Canada
1797,0.0,Video Footage of the recent clashes between #Kurdish and pro-#Syria's Gov militia in Al-Hasakah province.,Ecuador
1798,0.0,#Qamishlo \nNo comment \n#TwitterKurds #Syria,Canada
1799,0.0,This is what happens when yer adopted ,United Kingdom
1800,-0.2,"Children, women killed by Turkish border guards while fleeing Syria: Eight Syrians were killed by Turkish bord...",Belgium
1801,0.5,"How many \""Islamic leaders\"" came to visit the refugees? Where're the \""Palace Muftis\"" of #Saudi, #Egypt, #Syria...?",Iceland
1802,0.0,Iranian regime sends Afghani children to fight in Syria #Iran,Canada
1803,0.0,A mass killer that world powers continue to do all they can to save his genocidal regime. #Syria,Canada
1804,0.0681818181818,'The 2nd scenario..that Moscow is lobbying for is to have a ..transition from power from Assad to a new elected ldr,Ecuador
1805,0.0352272727273,"NEW! #Russia military activity in #Syria. Despite \""withdrawal\"" Russia still decisive actor.",Canada
1806,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,Canada
1807,0.0,Post #Palmyra Liberation: The Islamic State (ISIS) Still a Threat. Washington Seeks the \u201cPartition of Syria\u201d\nhttps:,Canada
1808,-0.2,"Children, women killed by Turkish border guards while fleeing Syria",Canada
1809,0.0,Check out our Face book Syria content @,Canada
1810,0.0,"#syria \u0623\u0648\u063a\u0644\u0648: \u062a\u0631\u0643\u064a\u0627 \u062a\u0634\u062c\u0639 \u0647\u064a\u0626\u0629 \u0627\u0644\u0645\u0641\u0627\u0648\u0636\u0627\u062a \u0644\u0644\u0627\u0633\u062a\u0645\u0631\u0627\u0631 \u0641\u064a \u0645\u062d\u0627\u062f\u062b\u0627\u062a \u062c\u0646\u064a\u0641: \u0623\u0643\u062f \u0648\u0632\u064a\u0631 \u0627\u0644\u062e\u0627\u0631\u062c\u064a\u0629 \u0627\u0644\u062a\u0631\u0643\u064a \""\u0645\u0648\u0644\u0648\u062f \u062c\u0627\u0648\u064a\u0634 \u0623\u0648\u063a\u0644\u0648...",Egypt
1811,0.0,#syria \u062a\u0646\u0638\u064a\u0645 \u0627\u0644\u062f\u0648\u0644\u0629 \u064a\u062e\u0631\u062c \u0645\u0646 \u0645\u062f\u064a\u0646\u0629 \u0627\u0644\u0636\u0645\u064a\u0631 \u0628\u062d\u0645\u0627\u064a\u0629 \u0645\u0646 \u0642\u0648\u0627\u062a \u0627\u0644\u0623\u0633\u062f: \u0623\u0643\u062f\u062a \u0645\u0635\u0627\u062f\u0631 \u0625\u0639\u0644\u0627\u0645\u064a\u0629 \u0628\u062e\u0631\u0648\u062c 200 \u0645\u0642\u0627\u062a\u0644 \u0645\u0646 \u062a\u0646\u0638\u064a\u0645 \u0627\u0644\u062f...,Egypt
1812,-0.1,3 #Assyrians from GPF in Syria have been arrested by kurdish forces for unknown reasons. When will this persecution en\u2026,Canada
1813,0.0,#syria \u0627\u0644\u062b\u0648\u0627\u0631 \u064a\u062a\u0635\u062f\u0648\u0646 \u0644\u0645\u062d\u0627\u0648\u0644\u0629 \u0642\u0648\u0627\u062a \u0627\u0644\u0623\u0633\u062f \u0627\u0644\u062a\u0642\u062f\u0645 \u0628\u0627\u0644\u063a\u0648\u0637\u0629 \u0627\u0644\u0634\u0631\u0642\u064a\u0629: \u062a\u0635\u062f\u062a \u0627\u0644\u0641\u0635\u0627\u0626\u0644 \u0627\u0644\u062b\u0648\u0631\u064a\u0629 \u0627\u0644\u064a\u0648\u0645 \u0627\u0644\u0623\u0631\u0628\u0639\u0627\u0621 \u0644\u0645\u062d\u0627\u0648\u0644\u0627\u062a \u0642...,Egypt
1814,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria,USA
1815,0.0,"#syria \u0623\u0648\u063a\u0644\u0648: \u062a\u0631\u0643\u064a\u0627 \u062a\u0634\u062c\u0639 \u0647\u064a\u0626\u0629 \u0627\u0644\u0645\u0641\u0627\u0648\u0636\u0627\u062a \u0644\u0644\u0627\u0633\u062a\u0645\u0631\u0627\u0631 \u0641\u064a \u0645\u062d\u0627\u062f\u062b\u0627\u062a \u062c\u0646\u064a\u0641: \u0623\u0643\u062f \u0648\u0632\u064a\u0631 \u0627\u0644\u062e\u0627\u0631\u062c\u064a\u0629 \u0627\u0644\u062a\u0631\u0643\u064a \""\u0645\u0648\u0644\u0648\u062f \u062c\u0627\u0648\u064a\u0634 \u0623\u0648\u063a\u0644\u0648...",Egypt
