,country,senti_score,tweet_content
1461,Canada,-0.1,[AW News] Denmark expands military mission against Islamic State into Syria via @ameborworld_com
1462,Delhi,0.0166666666667,"\""Arabs will never advance as long as they think and operate in this old, jihadist, religious context.\"""
1463,Greenland,0.0,#Iran regime will collapse once Assad is toppled in #Syria
1464,Canada,0.0,Family of Murdered Journalist Steven Sotloff Sues Syria
1465,Canada,0.0,#SYRIA\n#IslamicState Claims They Advance In Various Areas Of #DeirEzzor. #TerrorMonitor
1466,Amsterdam,-0.125,"\""We are extremely worried about the protection of the population if the frontlines keep approaching\"""
1467,Schweiz,0.0,"Update on ongoing #SyriaTalks in Geneva by Staffan de Mistura, UN #Syria Envoy\nTranscript:"
1468,Warsaw,-0.2,Turkish army send reinforcements to #Kilis at the border with #Syria after deadly #ISIS shelling.
1469,Arizona,0.0,#Syria Idlib rif air attacks on Jisr\u00a0Al\u2026
1470,Bern,0.0,#Syria Seems rebels in #Rastan \/northern #Homs now have some manpads\nhttps:\/\/t.co\/I0AyCaDfWk
1471,Canada,0.0,#SYRIA\n#IslamicState Claims They Advance In Various Areas Of #DeirEzzor. #TerrorMonitor
1472,Canada,0.0,Syria peace talks founder after dispute over transitional government
1473,Canada,0.0,DO YOU WANT\u2026
1474,Canada,-0.35,"@TheArabSource Israeli illegally enters Syria, gets killed, and the family blames ppl fighting the terrorists instead of the terrorists?"
1475,Canada,-0.3,Disturbing footage shows horrific reality for Syrians under attack by their own government. #Daraya #Syria
1476,Stockholm,-0.0625,Russian foreign minister insists Syria peace talks 'not frozen'  
1477,Canada,0.0,#Syria \n#Ahraralsham \nMujahedeen are preparing to the battle of restoring positions to #ISIS at Sahm Aljoulan dam http\u2026
1478,Bucharest,0.0,Family of Journalist Slain by Islamic State Sues Syria
1479,Canada,0.433333333333,"Remember, Graham is a Bush fanboy and was a strong supporter of backing rebels (#ISIS) to overthrow #Syria\/#Libya "
1480,Canada,0.0,Family of Journalist Slain by Islamic State Sues Syria
1481,London,0.0,The United Nations-brokered Peace talks threatened as violence surges
1482,Canada,0.0,DO YOU WANT\u2026
1483,Casablanca,-0.3125,Syria looks deadly !! It's defo on the cards\ud83d\udc4c\ud83c\udffb
1484,Canada,1.0,A Must Read ! Excellent interview w\/ .@Maryam_Rajavi #Iran opposition leader on #EUIRAN #Syria @NCRIUS .@Johnkerry
1485,Karachi,-0.75,:( 
1486,Canada,-0.127777777778,Syria\u2019s peace talks and partial ceasefire are both breaking down
1487,Mumbai,0.0166666666667,"\""Arabs will never advance as long as they think and operate in this old, jihadist, religious context.\"""
1488,Bucharest,0.0,Putin urges Obama to close Turkey-Syria border
1489,Moscow,0.0,There's 55 pgs ded. to Syria in the #US State Dep. Report on #Humanrights &amp; 73 to #Turkey\n#Erdogan #Boehmermann #EU\nhttps:\/\/t.co\/XtO3du0T4T
1490,Canada,0.0,Where would Syria be now if Assad had talked to protesters 5 years ago rather than shoot at them?
1491,AmericaNewYork,0.1,Names of martyrs identified so far in massacres committed by Assad regime in Maarret al-Numan &amp; Kafranbel #Syria https\u2026
1492,Kyiv,0.15,The Latest: Syria opposition blames gov\u2019t for deadly strikes
1493,Canada,0.0,Syrian opposition groups have left the peace talks
1494,Istanbul,-0.2,https:\/\/t.co\/rs0l6wwPO3 ultra Kurdish nationalist terrorist pkk-ypg pigs killed by the Turkish army while trying to escape Syria #terrorism
1495,Minsk,0.0,Syrian children (under the rubble ) they victims of #Russia airstrikes on their house #warcrimes \n#Syria \nhttps:\/\/t.co\/EtREr\u2026
1496,West,0.1,Names of martyrs identified so far in massacres committed by Assad regime in Maarret al-Numan &amp; Kafranbel #Syria https\u2026
1497,Canada,0.0,"Hijab: Assad Will Not Stay in Power, His Crimes Will Not Go Unpunished"
1498,Delhi,0.0,#SYRIA #IslamicState Claims They Advance In Various Areas Of #DeirEzzor. #TerrorMonitor
1499,Canada,0.0,"#Iran #news in brief,18Apr016"
1500,Canada,0.0,"US, Iran diplomats meet at UN on sanctions, Syria"
1501,Baghdad,-0.5,Ankara will no longer honor migrant deal if EU fails to grant visa-free travel
1502,Amsterdam,0.0,Turkey deploys tanks &amp; armored vehicles to Kilis border after a series of rocket attacks from IS-held areas in Syria
1503,Schweiz,0.0,UN Envoy to 'take stock' of peace talks at end of week - @UN_News_Centre
1504,Arizona,0.0,#theguardiannews Syria peace talks founder after dispute over transitional government
1505,Canada,-0.1,Suspected Govt. Airstrikes killed 44 civilians in two markets of North Western #Syria.\nhttps:\/\/t.co\/BhQhhWEn2a
1506,Canada,0.0,"US, Iran diplomats meet at UN on sanctions, Syria: "
1507,Canada,0.2,An intimate look at how one family lived through Syria's war &amp; escaped it
1508,Canada,0.0,"Jpost: US, Iran diplomats meet at UN on sanctions, Syria"
1509,Canada,0.0,17 award-winning photos from 2015 everyone should see  (via @NewsfusionApps #Syria War News)
1510,Canada,0.0454545454545,DTN Libya Unrest: Syria Political Talks Hit New Snags: Prospects for a political resolution to Syria\u2019s crisis ...
1511,Canada,0.0,"@HillaryClinton blames Obama for #Libya, #Syria messes .\nhttps:\/\/t.co\/1qIgPyLCa8"
1512,Quito,0.0,Yeter art\u0131k! 500'bin insan \u00f6ld\u00fcr\u00fcld\u00fc ve 8'milyon ki\u015fi \u00fclkesini terk etti neden zul\u00fcmlere sessiz kal\u0131yorsunuz? #Syria https\u2026
1513,Canada,0.0,"#Iran #news in brief,18Apr016"
1514,Amsterdam,-0.125,"\""We are extremely worried about the protection of the population if the frontlines keep approaching\"""
1515,AmericaNewYork,0.5,@RevolutionSyria more heroes of SYRIA lost
1516,AsiaKarachi,0.0,"\""\u0634\u0627\u0645 \u0645\u06cc\u06ba \u0634\u06cc\u0639\u06c1 \u0633\u0646\u06cc \u062c\u0646\u06af \u0645\u063a\u0631\u0628 \u0627\u0648\u0631 \u0627\u0633\u0631\u0627\u0626\u06cc\u0644 \u06a9\u06d2 \u0645\u0641\u0627\u062f \u0645\u06cc\u06ba \u06c1\u06d2\""\n@wikileaks @HillaryClinton #syria\nhttps:\/\/t.co\/kmJZHsMa77"
1517,Canada,-0.25,Strikes on Syria markets 'kill dozens' - At least 44 people have been killed and dozens hurt in Syrian governme...
1518,Riyadh,0.1,This is what really going on in Syria \nthe western media will never show 
1519,Tehran,0.0,Syria Opposition Says Delegation Leaders Leaving Geneva
1520,Canada,0.0,"\""They're just kids\"" ~@sallykohn "
1521,Jakarta,-0.2,61 civilians killed in regime airstrikes
1522,Canada,0.0,Syria Sorrow Djset info booking syriasorrow@gmail.com #dj #music #syriasorrow #model
1523,Copenhagen,-0.116666666667,Israel Actively \u201cCooperates\u201d with the Islamic State and Al Qaeda. Military Aid Channelled into Syria out of the\u2026
1524,Tehran,-0.2,44 Dead in Suspected Regime Strikes on Syria Markets
1525,Berlin,0.0,"T\u00e4glicher Horror in Daraya,Syrien:Fassbomben,keine humanit\u00e4re Hilfe. Erschreckendes Video aus einer belagerten Stadt htt\u2026"
1526,United Kingdom,-0.125,"I don't get how people can look at the images coming out of Syria - today, or any other day - and still decide to support the Assad regime."
1527,Canada,-0.166666666667,#Syria: #Syrian_Regime Commits 4 #Massacres In Less Than 24 Hours\nhttps:\/\/t.co\/xt17DF3sme\n\nFollow us@#Twitter :...
1528,Amsterdam,-0.125,"\""We are extremely worried about the protection of the population if the frontlines keep approaching\"""
1529,London,0.0,The United Nations-brokered Peace talks threatened as violence surges
1530,Canada,-0.05,"International Military Review - #Syria, Apr. 19, 2016 (Arab Subs)"
1531,Amsterdam,0.0,Syrian opposition groups have left the peace talks
1532,Amsterdam,-0.3,Disturbing footage shows horrific reality for Syrians under attack by their own government. #Daraya #Syria
1533,Madrid,-0.127777777778,Syria\u2019s peace talks and partial ceasefire are both breaking down
1534,Jakarta,0.0454545454545,#News: Syria Political Talks Hit New Snags: Prospects for a political resolution to Syria\u2019s crisis have di...
1535,Madrid,-0.2,Syrian Arab Republic: Dozens dead in Syria strikes as opposition chiefs leave talks
1536,Nairobi,0.0,#Davis256 Syria peace talks founder after dispute over transitional government
1537,Athens,0.0,"#Syria, celebration of Homs clock\u2019s massacre with Abdel Basset\u00a0Sarout"
1538,Canada,0.4,It\u2019s time to free all Detainees. #Detainees_First  #SaveTheRest #Syria
1539,Canada,0.0,"\""Che cosa fanno le bombe?\""\n\""Loro vogliono uccidermi\""\n#Syria #Daraya"
1540,London,0.0,"Man who helped save 40,000+ lives in Syria denied entry to US to accept @InterActionOrg humanitarian award"
1541,Kyiv,0.0,Syria is shelling these border camps for displaced people but Turkey won't let them flee.
1542,EuropeIstanbul,-0.1,Eight women and children shot dead by Turkish soldiers while attempting to cross border from #Syria \u2014 
1543,Rome,0.1,"Truce completely over. #Syria civil war: #Aleppo clashes displace 40,000 people @AJENews "
1544,Canada,0.0444444444444,A pregnant #woman and three #children are among over a dozen left #dead after #terrorists fire rockets into\u2026 http\u2026
1545,Copenhagen,0.0,#RFS\nA group of FSA factions in southern Syria merge under the name Al Hasm Division \nhttps:\/\/t.co\/LcQo2lLhFQ
1546,Canada,-0.25,"In the past week, over 35,000 have fled displacement camps taken over\/too close to the front lines @Flipboard #Syria"
1547,London,0.0,@SueCee My problem is with anyone who devalues truth in favor of conspiracy theories. Hersh fabricated his story.
1548,Canada,-0.339730639731,The terrifying reality of barrel bombs raining down on Daraya in Syria caught in new eyewitness footage:
1549,Hawaii,0.0,Damn......
1550,Pretoria,0.136363636364,"\""New York\"" \""primary\"" where \""Hillary Clinton\"" was \""democratically\"" \""elected\"" and every \""vote\"" was \""counted.\""\n"
1551,Tokyo,0.136363636364,"\""Leader of Syria Rescue Group, Arriving in U.S. for Award, Is Refused Entry\"" by SOMINI SENGUPTA via NYT The New Yo\u2026"
1552,Canada,0.0,"Murad 8, lost a year of #education when he fled #Syria, but is now back in school in #Iraq v\/@unicefiraq"
1553,Quito,-0.45,Focus groups tell us Syria coverage is too depressing &amp; complex so weve decided to explain the war with this cat gif
1554,Quito,0.0,#Syria \u0628\u0623\u0645\u0631 \u0645\u0646 \u0627\u0644\u0628\u063a\u062f\u0627\u062f\u064a : \u0645\u062f\u064a\u0646\u0629 \u0627\u0644\u0628\u0627\u0628 \u0628\u062f\u0648\u0646 \u0627\u062a\u0635\u0627\u0644\u0627\u062a \u0648\u0644\u0627 \u0625\u0646\u062a\u0631\u0646\u062a: \u062d\u0635\u0644\u062a \u0634\u0628\u0643\u0629 \u0627\u0644\u062f\u0631\u0631 \u0627\u0644\u0634\u0627\u0645\u064a\u0629 \u0639\u0644\u0649 \u0646\u0633\u062e...
1555,Quito,0.0,"#Syria \u0623\u062d\u0631\u0627\u0631 \u0627\u0644\u0634\u0627\u0645 \u062a\u0644\u0642\u064a \u0627\u0644\u0642\u0628\u0636 \u0639\u0644\u0649 \u062e\u0644\u064a\u0629 \u0627\u063a\u062a\u064a\u0627\u0644\u0627\u062a \u062a\u0627\u0628\u0639\u0629 \u0644\u0640\""\u062a\u0646\u0638\u064a\u0645 \u0627\u0644\u062f\u0648\u0644\u0629 \"": \u0623\u0641\u0627\u062f \u0645\u0631\u0627\u0633\u0644 \u0627\u0644\u062f\u0631\u0631 \u0627\u0644\u0634\u0627..."
1556,London,0.0," #US, #Saudi, #Turkey, Discuss Delivering Anti Aircraft Weapons To \""Rebels\""... https\u2026"
1557,Paris,0.0,Int'l humanitarian law being abrogated in many crisis locations (e.g. Syria) making providing support illegal. - @roffenheiser\u2026
1558,Riyadh,0.0,"#Syria \u0623\u062d\u0631\u0627\u0631 \u0627\u0644\u0634\u0627\u0645 \u062a\u0644\u0642\u064a \u0627\u0644\u0642\u0628\u0636 \u0639\u0644\u0649 \u062e\u0644\u064a\u0629 \u0627\u063a\u062a\u064a\u0627\u0644\u0627\u062a \u062a\u0627\u0628\u0639\u0629 \u0644\u0640\""\u062a\u0646\u0638\u064a\u0645 \u0627\u0644\u062f\u0648\u0644\u0629 \"": \u0623\u0641\u0627\u062f \u0645\u0631\u0627\u0633\u0644 \u0627\u0644\u062f\u0631\u0631 \u0627\u0644\u0634\u0627..."
1559,Canada,0.25,"#Iran regime uses unfrozen funds for terror acts, helping Assad in #Syria,  domestic repression.Why give mullahs more? #No\u2026"
1560,Riyadh,0.0,#Syria \u0628\u0623\u0645\u0631 \u0645\u0646 \u0627\u0644\u0628\u063a\u062f\u0627\u062f\u064a : \u0645\u062f\u064a\u0646\u0629 \u0627\u0644\u0628\u0627\u0628 \u0628\u062f\u0648\u0646 \u0627\u062a\u0635\u0627\u0644\u0627\u062a \u0648\u0644\u0627 \u0625\u0646\u062a\u0631\u0646\u062a: \u062d\u0635\u0644\u062a \u0634\u0628\u0643\u0629 \u0627\u0644\u062f\u0631\u0631 \u0627\u0644\u0634\u0627\u0645\u064a\u0629 \u0639\u0644\u0649 \u0646\u0633\u062e...
1561,Riyadh,0.0,"#Syria \u0623\u062d\u0631\u0627\u0631 \u0627\u0644\u0634\u0627\u0645 \u062a\u0644\u0642\u064a \u0627\u0644\u0642\u0628\u0636 \u0639\u0644\u0649 \u062e\u0644\u064a\u0629 \u0627\u063a\u062a\u064a\u0627\u0644\u0627\u062a \u062a\u0627\u0628\u0639\u0629 \u0644\u0640\""\u062a\u0646\u0638\u064a\u0645 \u0627\u0644\u062f\u0648\u0644\u0629 \"": \u0623\u0641\u0627\u062f \u0645\u0631\u0627\u0633\u0644 \u0627\u0644\u062f\u0631\u0631 \u0627\u0644\u0634\u0627..."
1562,Baghdad,0.0,#Syria \u0628\u0623\u0645\u0631 \u0645\u0646 \u0627\u0644\u0628\u063a\u062f\u0627\u062f\u064a : \u0645\u062f\u064a\u0646\u0629 \u0627\u0644\u0628\u0627\u0628 \u0628\u062f\u0648\u0646 \u0627\u062a\u0635\u0627\u0644\u0627\u062a \u0648\u0644\u0627 \u0625\u0646\u062a\u0631\u0646\u062a: \u062d\u0635\u0644\u062a \u0634\u0628\u0643\u0629 \u0627\u0644\u062f\u0631\u0631 \u0627\u0644\u0634\u0627\u0645\u064a\u0629 \u0639\u0644\u0649 \u0646\u0633\u062e...
1563,Stockholm,0.0,NDF dogs call through loudspeakers everyone to carry a gun &amp; join the fight against YPG pigs in Qamishli.. #Syria
1564,Baghdad,0.0,"#Syria \u0623\u062d\u0631\u0627\u0631 \u0627\u0644\u0634\u0627\u0645 \u062a\u0644\u0642\u064a \u0627\u0644\u0642\u0628\u0636 \u0639\u0644\u0649 \u062e\u0644\u064a\u0629 \u0627\u063a\u062a\u064a\u0627\u0644\u0627\u062a \u062a\u0627\u0628\u0639\u0629 \u0644\u0640\""\u062a\u0646\u0638\u064a\u0645 \u0627\u0644\u062f\u0648\u0644\u0629 \"": \u0623\u0641\u0627\u062f \u0645\u0631\u0627\u0633\u0644 \u0627\u0644\u062f\u0631\u0631 \u0627\u0644\u0634\u0627..."
1565,Canada,0.0,Mark: #Syria Reports that #FSA retook Kafr Ghan in northern #Aleppo from #IslamicState tonight      \u2026
1566,Canada,0.0,"https:\/\/t.co\/kBrh2ex1jz\nMashta Al Hilu\nSyria , AlKafroun , East of The Town , 2011\n#Syria #Nature #Mountains #Spring"
1567,Canada,0.0,"\""I want to be a judge because I believe in justice for all\"" Fatima from Aleppo, Syria #childrenofsyria @UNICEFJordan"
1568,Baghdad,0.0,#Syria \u0628\u0623\u0645\u0631 \u0645\u0646 \u0627\u0644\u0628\u063a\u062f\u0627\u062f\u064a : \u0645\u062f\u064a\u0646\u0629 \u0627\u0644\u0628\u0627\u0628 \u0628\u062f\u0648\u0646 \u0627\u062a\u0635\u0627\u0644\u0627\u062a \u0648\u0644\u0627 \u0625\u0646\u062a\u0631\u0646\u062a: \u062d\u0635\u0644\u062a \u0634\u0628\u0643\u0629 \u0627\u0644\u062f\u0631\u0631 \u0627\u0644\u0634\u0627\u0645\u064a\u0629 \u0639\u0644\u0649 \u0646\u0633\u062e...
1569,Athens,0.0,The Kobani miracle | the only place in Syria where people are coming back | my documentary from Syria and Germany | 
1570,Canada,-0.0291666666667,A little Syrian girl survived a Russian napalm attack but will be marked for life. #Assadcrimes #Syria
1571,Baghdad,0.0,\u0628\u0623\u0645\u0631 \u0645\u0646 \u0627\u0644\u0628\u063a\u062f\u0627\u062f\u064a : \u0645\u062f\u064a\u0646\u0629 \u0627\u0644\u0628\u0627\u0628 \u0628\u062f\u0648\u0646 \u0627\u062a\u0635\u0627\u0644\u0627\u062a \u0648\u0644\u0627 \u0625\u0646\u062a\u0631\u0646\u062a
1572,Baghdad,0.0,"#Syria \u0623\u062d\u0631\u0627\u0631 \u0627\u0644\u0634\u0627\u0645 \u062a\u0644\u0642\u064a \u0627\u0644\u0642\u0628\u0636 \u0639\u0644\u0649 \u062e\u0644\u064a\u0629 \u0627\u063a\u062a\u064a\u0627\u0644\u0627\u062a \u062a\u0627\u0628\u0639\u0629 \u0644\u0640\""\u062a\u0646\u0638\u064a\u0645 \u0627\u0644\u062f\u0648\u0644\u0629 \"": \u0623\u0641\u0627\u062f \u0645\u0631\u0627\u0633\u0644 \u0627\u0644\u062f\u0631\u0631 \u0627\u0644\u0634\u0627..."
1573,Baghdad,0.0,"\u0623\u062d\u0631\u0627\u0631 \u0627\u0644\u0634\u0627\u0645 \u062a\u0644\u0642\u064a \u0627\u0644\u0642\u0628\u0636 \u0639\u0644\u0649 \u062e\u0644\u064a\u0629 \u0627\u063a\u062a\u064a\u0627\u0644\u0627\u062a \u062a\u0627\u0628\u0639\u0629 \u0644\u0640\""\u062a\u0646\u0638\u064a\u0645 \u0627\u0644\u062f\u0648\u0644\u0629 \"""
1574,London,0.0,"Leader of Syria Rescue Group, Arriving in U.S. for Award, Is Refused Entry"
1575,Copenhagen,0.0,"Russia helped Syrian Army liberate 400 towns, kill thousands of militants: Putin"
1576,Riyadh,0.0,#Syria \u0628\u0623\u0645\u0631 \u0645\u0646 \u0627\u0644\u0628\u063a\u062f\u0627\u062f\u064a : \u0645\u062f\u064a\u0646\u0629 \u0627\u0644\u0628\u0627\u0628 \u0628\u062f\u0648\u0646 \u0627\u062a\u0635\u0627\u0644\u0627\u062a \u0648\u0644\u0627 \u0625\u0646\u062a\u0631\u0646\u062a: \u062d\u0635\u0644\u062a \u0634\u0628\u0643\u0629 \u0627\u0644\u062f\u0631\u0631 \u0627\u0644\u0634\u0627\u0645\u064a\u0629 \u0639\u0644\u0649 \u0646\u0633\u062e...
1577,Copenhagen,-0.25,"In the past week, over 35,000 have fled displacement camps taken over\/too close to the front lines @Flipboard #Syria"
1578,Santiago,0.116666666667,"#Syrian #refugee #victims of #rape suffer in silence over legal, social fears'"
1579,Canada,0.0,"REGIME USES OVER 7,000 UNDERCOVER AGENTS IN IT\u2019S ANTI WOMEN CAMPAIN"
1580,Amsterdam,0.0,"\""Next time someone wonders why refugees are risking everything to come to Europe, show them this\"""
1581,Canada,-0.225,17 #Iran'ian &amp; Afghan fighters killed in #Syria defending Assad in past week\nreported Radio Farda.
1582,Dublin,0.104166666667,A little piece of Syria and a big piece of defiance in a stunning #TrafalgarSquare this evening.
1583,EuropeAmsterdam,0.0,#RFS\nA group of FSA factions in southern Syria merge under the name Al Hasm Division \nhttps:\/\/t.co\/LcQo2lLhFQ
1584,Canada,0.0,Check out our Face book Syria content @
1585,Istanbul,-0.2,Regime killed 614 civilians in Syria since truce
1586,Amsterdam,0.12,"Instead of Bombing Syria, why dont we open up some High Street Banks, RBS,Northern Rock,HSBC,Lloyds that will really fuck\u2026"
1587,Canada,0.0,"#SYRIA Report of the Russian Centre for reconciliation of opposing sides (April 20, 2016)"
1588,Canada,0.0,#NCRI\u2019s Shahin Gobadi comments on #Jordan\u2019s decision to recall #Iran envoy
1589,Canada,0.0,#Syrian #Syria Syrian doctors call for RAF aid drops to civilians suffering 'mass starvation'
1590,Canada,0.0,#Liveleak Obama arrives in Saudi Arabia amid US 'terror bill' debate: US President Barack Ob...
1591,Istanbul,-0.155555555556,Kurdish Asayish forces tear down picture of Assad after fighting n al-Qamishli #Syria - @DrPartizan_ they're friends https\u2026
1592,Greenland,0.0,#Iran regime will collapse once Assad is toppled in #Syria
1593,EuropeAmsterdam,-0.25,"In the past week, over 35,000 have fled displacement camps taken over\/too close to the front lines @Flipboard #Syria"
1594,Belgrade,0.0,\u0646\u0638\u0627\u0645 \u0627\u0644\u0641\u0627\u0634\u064a\u200c\u0627\u0644\u0627\u064a\u0631\u0627\u0646\u064a \u06cc\u062d\u0627\u0648\u0644 \u0628\u0643\u0627\u0645\u0644 \u0642\u0648\u0627\u0647 \u0644\u0627\u0641\u0634\u0627\u0644 \u0627\u0644\u0647\u062f\u0646\u0629 \u0648\u0645\u0641\u0627\u0648\u0636\u0627\u062a \nhttps:\/\/t.co\/FAHTuJTJFF  \n#Iran  #Canada #Syria\nhttps:\/\/t.co\/58Ogk6H1qh
1595,Canada,0.15,8 Syrians most of them women and children were shot and killed by Turkish border guards while fleeing Syria
1596,Bucharest,0.0,@HughNaylor -
1597,Canada,-0.2,"\""Syrian children shot dead by Turkish border guards\"" #Syria #Refugees #Turkey\nhttps:\/\/t.co\/5xkWF0n9Pn"
1598,Amsterdam,0.0,Rouhani's demagoguery in defending the dispatch of forces and export of terrorism 2 the region
1599,London,-0.1,Eight women and children shot dead by Turkish soldiers while attempting to cross border from #Syria \u2014 
1600,Istanbul,-0.2,614 civilians killed by Assad regime in Syria since February ceasefire\nhttps:\/\/t.co\/yd8Dxcqwlz
1601,London,0.5,"\""the head of Syria\u2019s CIVIL DEFENSE UNITS\"".\n\n\""THEY CLAIM they have rescued more than 40,000\"".\n#islamophobia?\n"
1602,Canada,0.0,Family of journalist slain by ISIS sues Syria
1603,EuropeLondon,0.12,"Instead of Bombing Syria, why dont we open up some High Street Banks, RBS,Northern Rock,HSBC,Lloyds that will really fuck\u2026"
1604,Canada,0.0,Sing along now!
1605,Canada,0.0,Must read report on the persecution &amp; additional barriers facing Christian refugees from Syria &amp; Iraq. 
1606,Amsterdam,0.0,Syrians protested Seymour Hersh's appearance at a Guardian event in London this evening:
1607,Copenhagen,0.0166666666667,#Assad airstrikes killed over 45 civilians y'day in #Idlib #Hama #Syria.This is why civilian protection is first key step\u2026
1608,Canada,0.0,Scott Lucas: #Syria Daily (w Video): Reports -  Casualties in Clashes Between #Kurds Police &amp; #Assad Forces in Qam\u2026
1609,Canada,0.0,yalla souriya: #Syria Idlib rif regime militias shell Hubayt\u00a0from\u2026
1610,Canada,0.0,We Ask For Justice: #Syria #un #starvation
1611,Canada,0.0,Thomas Newton: This stuff breaks your heart. #syria #frontline
1612,Canada,0.0,We Ask For Justice: #Syria #noflyzone #Assad #genocide #worldcrimes
1613,Canada,0.0,_tintin_: Can you help us by publishing this link to help raise Awareness of the suffering in #Syria #Syrie
1614,Canada,-0.3,Al-Masdar News: SouthFront: Clashes rage all across #Syria as ceasefire slowly evaporates
1615,Istanbul,0.0,#Russia #US #Assad Terror = #AssadMustGo
1616,Canada,-0.25,"Doctors w\/o Borders: In the past week, over 35,000 have fled displacement camps taken over\/too close to the front \u2026"
1617,Canada,0.0,Charles Lister: UN aid in #Syria - 1-15 April:- 0.8% people in besieged areas reached- Only 4 aid operations- Regi\u2026
1618,Canada,0.0,"yalla souriya: Today, there is no logic bechind Assad's shelling and bombing. It is like \""au petit bonheur la chan\u2026"
1619,Canada,-0.2,Ewa Jasiewicz: Bustling market in #MaaratAlNuman targeted by regime airstrikes. Dozens killed. Thousands flee #Syr\u2026
1620,Canada,-0.2,"F.: 7 Afghan Fatemyoun Shia terrorists tricked by #Iran to come and fight for Assad in #Syria, killed in south #Al\u2026"
1621,Athens,0.0,"Leader of Syria Rescue Group, Arriving in U.S. for Award, Is Refused Entry, via @nytimes"
1622,Canada,-0.25,"amnesty italia: \""Che cosa fanno le bombe?\""\""Loro vogliono uccidermi\""#Syria #Daraya "
1623,Canada,0.166666666667,"taylieli: The invading forces of #ypg continue to capture #Syria-n state buildings, the main prison -Alia-, airpor\u2026"
1624,Canada,-0.2,Ronnie Jacobs: domdyer70: RT shawncarrie: Eight women and children shot dead by Turkish soldiers while attempting \u2026
1625,Canada,0.0,Al-Wasat News: \u062a\u0631\u0643\u064a\u0627: \u0646\u0648\u0627\u0635\u0644 \u062a\u0634\u062c\u064a\u0639 \u0627\u0644\u0645\u0639\u0627\u0631\u0636\u0629 \u0627\u0644\u0633\u0648\u0631\u064a\u0629 \u0644\u0644\u0627\u0633\u062a\u0645\u0631\u0627\u0631 \u0641\u064a \u0645\u062d\u0627\u062f\u062b\u0627\u062a \u062c\u0646\u064a\u0641 #Syria
1626,Canada,0.0571428571429,Syria Opposition HNC: #Assad\u2019s military has committed large scale systematic torturing of detainees. #Detainees_Fi\u2026
1627,Canada,0.4,Syria Opposition HNC: It\u2019s time to free all Detainees. #Detainees_First  #SaveTheRest #Syria 
1628,London,0.8,Report on @BBCRadio4 #WorldTonight about the brave activists of @Raqqa_SL. #Syria
1629,Casablanca,0.8,happy 420 everyone xx blaze it xx stay in drugs don't do school xx class As not grade As xx bomb mandy not syria xx
1630,Casablanca,0.0,"\""And remember guys, they're only terrorists when they're not in Syria.\""\n\n*A guide to Western media reporting on extremism."
1631,Canada,0.0,Family of #journalist slain by #ISIS sues #Syria
1632,Canada,0.0,"Saudis deliver snub to Obama amid tensions over Iran, Syria:"
1633,Canada,0.0,\u2026METERS\u2026LENNY\u2026YEMEN\u2026\u2026AL\u2026JAZEERA\u2026SYRIA\u2026NO\u2026JU\u2026
1634,London,0.0,The United Nations-brokered Peace talks threatened as violence surges
1635,Canada,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge
1636,Athens,0.0,The #syria'n ppl messages to .@FedericaMog&amp; .@matteorenzi on their  trip 2 #Iran #FreedemIran #No2Rouhani #IranDeal htt\u2026
1637,Canada,0.0,"Jihadi &amp;Islamist scholars in #Syria launch massive campaign to recruit 5-10K men, migration, donation, professionals"
1638,Greenland,-0.1,Eight women and children shot dead by Turkish soldiers while attempting to cross border from #Syria \u2014 
1639,Alaska,0.0,PM to Moscow to discuss Syria - Jerusalem Post Israel News
1640,Azores,0.0,"A strained Saudi reunion, approving civilian casualties in the ISIS fight, and caught..."
1641,Canada,0.0681818181818,The PLC (aka layman): New Report Shows the Impact of Christians Leaving the Middle East
1642,Canada,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge
1643,Canada,0.0,"The  #refugeescrisis story\ud83d\ude16The triangle Syria,Turkey,EU\ud83d\udc7aRT\u2705\n\nMaster of the squeeze.KAL's Cartoon,12\/3 @TheEconomist ht\u2026"
1644,Amsterdam,0.8,happy 420 everyone xx blaze it xx stay in drugs don't do school xx class As not grade As xx bomb mandy not syria xx
1645,Jakarta,0.0,"\""I want to be a judge because I believe in justice for all\"" Fatima from Aleppo, Syria #childrenofsyria @UNICEFJordan"
1646,Amsterdam,0.0,#Russia #US #Assad Terror = #AssadMustGo
1647,Istanbul,0.0,#\u062d\u0645\u0627\u0629:\u0642\u0635\u0641 \u0645\u062f\u0641\u0639\u064a \u0644\u0642\u0648\u0627\u062a \u0627\u0644\u0623\u0633\u062f \u064a\u0633\u062a\u0647\u062f\u0641 \u0642\u0631\u064a\u0629 #\u0627\u0644\u0642\u0646\u0637\u0631\u0629 \u0641\u064a \u0627\u0644\u0631\u064a\u0641 \u0627\u0644\u062c\u0646\u0648\u0628\u064a\n#\u062a\u062c\u0645\u0639_\u062b\u0648\u0627\u0631_\u0633\u0648\u0631\u064a\u0627 #SyriaRebels #SRG #Syria #\u0633\u0648\u0631\u064a\u0627
1648,MidAtlantic,0.0,
1649,London,0.0,@im_PULSE @HKesvani Cockburn's criticism of journos not on the ground in Iraq and Afg=first hand witnesses backfires on himsel\u2026
1650,Madrid,0.0,"YPG and Dawronoye provoke Assyrians in Qamishli, Syria"
